"","avg_price","coral_cover","dist_to_reef","dive_site","beach_width","near_dist_beach","dist_to_access_points","class","rating","num_reviews","number_rooms","air_trans","bar","beachfront","biz_center","breakfast","concierge","conference","free_parking","gym","laundry","mtg_rooms","multilingual","no_smoke","wheelchair","wifi","dist_to_airport"
"313",113.5,69401720.74,791.7059959,"1",37.4191641,174.8611979,364.4922276,2,3,283,50,"0","0","0","0","0","0","0","1","0","0","0","0","1","0","1",16797.88107
"314",75,66327142.59,533.0457811,"1",34.50430621,104.3765071,262.2878774,2,2,156,30,"0","0","1","0","1","1","0","0","0","0","0","1","1","1","1",17483.8297
"315",887,59150128.95,219.9116857,"1",52.58332877,83.66909274,1370.196617,5,4.5,1878,192,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",6976.444632
"316",640.5,59987568.12,175.3915444,"1",35.37526217,59.00665921,743.3009129,3.5,4,489,450,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",7539.416701
"317",514,59886018.15,209.2270151,"1",39.29932811,78.13702176,493.9597921,4.5,4.5,695,298,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","1",7748.347169
"318",463.5,59886018.15,204.8358917,"1",39.63688787,70.0860766,416.1614354,4.5,4.5,2449,104,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","1",7819.373508
"319",441,59065514.82,199.441272,"1",34.05906205,78.97333677,922.9960706,4,4.5,311,433,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",7375.127193
"320",457,59150128.95,327.8394959,"1",41.8813282,188.2430436,1277.087756,4,4.5,1130,18,"0","1","0","0","0","1","0","1","0","1","0","1","1","1","1",7015.794366
"321",409,60093225.33,234.9005086,"1",36.16829832,113.3009903,664.8763346,4,4.5,6032,374,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","0",7586.597365
"322",317,58057168.03,723.7456194,"1",36.82660026,582.8133429,680.2316889,3,5,229,13,"0","0","0","0","0","1","0","1","0","1","0","1","1","0","1",7649.488092
"323",325.5,56583250.83,268.5739755,"1",51.49110173,79.94901511,271.7935063,4,4,3376,240,"0","1","1","1","0","1","1","0","1","1","1","1","1","1","1",8400.651971
"324",273,59015016.63,399.3748679,"1",26.37553073,284.1917904,888.2655582,2.5,4.5,92,10,"0","0","0","0","0","0","0","1","0","1","0","0","1","0","1",7340.482143
"325",307,56560940.22,406.3296565,"1",51.6560708,213.1479424,277.6038866,3,3.5,627,210,"0","1","0","1","0","1","0","1","1","1","0","0","1","1","1",8254.707018
"326",256,60077413.18,362.7254491,"1",37.13597126,235.7686957,640.5206287,3,4,108,14,"0","0","1","0","1","0","0","0","1","1","0","0","1","0","1",7579.162056
"327",241.5,58834071.37,224.7472673,"1",37.0282454,81.61791669,365.3983142,3,3.5,858,99,"0","1","1","0","0","0","0","1","0","1","0","1","0","1","0",7861.173338
"328",280.5,59964518.78,258.94008,"1",27.39905029,143.7816837,857.4029666,3,4.5,150,24,"0","0","1","0","0","0","0","1","0","0","0","1","1","1","1",7406.693084
"329",283.5,59886018.15,436.8791074,"1",39.51512577,307.2287099,607.0432669,3,4.5,932,17,"0","0","0","0","1","0","0","1","1","1","0","0","1","0","1",7609.245324
"330",219.5,59150128.95,178.1274584,"1",41.4575085,53.60153966,1108.712725,2,4.5,808,19,"0","0","1","0","0","0","0","1","0","0","0","0","1","1","1",7225.16891
"331",219.5,59719658.8,328.8460642,"1",27.25857379,213.7399493,875.4333089,3,4,326,35,"0","0","0","0","0","0","0","1","0","0","0","1","1","0","1",7368.663885
"332",225.5,59150128.95,287.6157365,"1",42.96953658,159.9903291,1136.613494,2.5,4,300,25,"0","0","0","0","0","0","0","1","0","0","0","1","1","0","1",7153.854988
"333",219,59886018.15,319.758553,"1",39.06719991,188.0962593,518.9739247,3,4,80,15,"0","1","0","0","0","0","1","0","0","0","1","1","1","1","1",7699.749073
"334",203,58834071.37,621.5038225,"1",38.24233198,488.9662788,678.2632866,2.5,4,218,15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",7576.467399
"335",211.5,60077413.18,303.6354349,"1",37.42381705,176.5820807,596.9921652,3,4.5,1095,39,"0","0","0","0","0","0","0","0","0","0","0","1","0","1","1",7629.558695
"336",193,56561035.96,455.1610974,"1",40.88228232,308.8199791,360.6469653,2.5,4,756,64,"0","0","0","0","0","0","0","0","0","0","0","1","0","1","1",7920.732822
"337",218,58834071.37,385.8146401,"1",39.04982546,244.7027922,381.5810445,3,4.5,119,15,"0","0","0","0","0","0","0","1","0","0","0","1","1","1","1",7845.140758
"338",190.5,59886018.15,524.4878711,"1",37.9872936,396.5023871,687.088461,2,4,268,32,"0","0","0","0","0","0","0","0","0","1","0","1","0","0","1",7534.833384
"339",215,59886018.15,428.5468271,"1",39.16901914,298.0399241,583.0846129,3,4.5,439,21,"0","0","0","0","1","0","0","1","1","1","0","1","0","0","1",7633.398645
"340",201,59150122.63,254.2040121,"1",39.89965834,130.1199527,1074.682647,2.5,3.5,458,24,"0","0","0","0","0","0","0","1","0","0","0","1","0","0","1",7222.152819
"341",184.5,59987568.12,504.6060853,"1",36.75278014,383.6261925,752.8214713,2.5,3.5,47,37,"0","0","0","0","0","0","0","0","1","1","0","0","1","1","1",7463.599284
"342",183.5,58868468.91,358.6184432,"1",40.32257872,216.2665134,344.7819867,3.5,4.5,788,66,"0","1","0","0","0","0","0","0","1","0","0","1","1","0","1",7879.443932
"343",168,59015016.63,428.7686557,"1",27.15482754,313.7176405,909.9556473,2.5,5,313,16,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",7315.156291
"344",171,59953586.48,636.4878789,"1",36.3804425,514.7666529,815.5480868,2,4,91,11,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",7417.152467
"345",167,59886018.15,552.8819096,"1",38.56960565,419.2781021,618.7245472,2.5,3.5,368,36,"0","0","0","0","0","0","0","0","0","1","0","1","1","0","1",7620.676523
"346",158,58834071.37,442.2516449,"1",37.37334743,301.5344961,471.0575698,2,4.5,363,26,"0","0","0","0","0","0","0","1","0","1","0","0","1","0","1",7757.468404
"347",153.5,58834071.37,384.2642632,"1",37.21715944,242.0766496,422.7879902,2,3.5,369,33,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",7797.40483
"348",134,59969398.64,540.6822679,"1",36.68928553,422.6092267,793.7433035,2,4.5,387,15,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",7424.131972
"349",109,56561035.96,583.327024,"1",41.80203166,438.357986,485.5181953,2,4.5,431,16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",7847.689863
"350",127.5,58834071.37,445.8703427,"1",38.40639172,310.7214353,510.3684777,2,4.5,205,20,"0","0","0","0","0","0","0","1","0","1","0","1","1","1","1",7714.160975
"351",112,58834071.37,214.5243369,"1",36.45622547,73.2158053,330.69068,2,2.5,22,40,"1","0","1","0","1","0","0","1","0","0","0","0","0","1","1",7894.715281
"352",403,60091738.69,185.7831148,"1",42.71487239,31.80988264,1500.753083,4,4.5,4547,159,"1","1","1","1","0","1","1","0","1","1","1","1","1","1","0",10162.3539
"353",286,60096715.02,185.9670701,"1",44.5182343,24.4254192,1591.168753,3,4.5,719,25,"0","1","1","0","0","1","0","1","0","1","0","1","1","1","1",10250.77276
"354",144.5,60089804.86,370.0943006,"1",50.28212469,183.5394581,1879.417039,2,2.5,118,54,"0","0","0","0","0","0","0","1","0","0","0","0","1","0","1",10469.89691
"355",263,58487971.45,222.1163241,"1",41.41683471,71.71655591,1188.151682,4,3.5,1645,225,"0","1","1","1","0","1","1","0","1","0","1","1","1","1","1",12760.07383
"356",230.5,58484680.27,224.4460689,"1",46.69538633,58.6567591,1242.59909,3,4,2481,88,"1","1","1","0","0","1","0","0","0","1","1","1","0","1","1",12708.77965
"357",217,58489492.81,383.3919601,"1",37.84776468,230.1233649,1085.61271,2,2.5,5,2,"0","0","1","0","0","0","0","1","0","1","0","0","1","0","1",12842.06061
"358",190.5,58561028.87,326.6089124,"1",40.46246278,187.6951171,877.6810197,3,2.5,386,67,"0","1","0","0","0","0","0","1","0","0","0","1","1","1","1",13049.65438
"359",180.5,58484676.52,434.4031349,"1",48.10721062,262.3254178,1307.401594,3,4,274,50,"0","0","0","0","0","1","0","0","0","0","0","0","1","1","1",12620.52701
"360",182.5,58484680.27,392.7353435,"1",43.51450664,240.9879114,1210.551548,3,4,142,84,"0","0","0","1","0","1","0","0","0","0","0","0","1","1","1",12717.6373
"361",188.5,58565992.17,422.371534,"1",51.09838586,261.4999075,1729.347963,3.5,4,916,152,"0","1","0","0","0","0","0","0","0","0","0","1","1","1","1",12203.28529
"362",177,58565992.17,438.4122479,"1",55.34051789,265.748989,1830.586701,3.5,4,586,34,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",12103.28776
"363",157.5,58484676.52,435.9985132,"1",49.65754862,268.8190897,1376.747894,2.5,2.5,536,49,"0","0","0","0","1","0","0","0","0","1","0","1","1","1","1",12551.33866
"364",134,58489492.81,387.6675649,"1",34.67476043,238.9928528,1109.841299,2.5,3,77,45,"0","0","0","0","0","1","0","1","0","0","0","0","1","1","1",12817.7845
"365",104,59877508.59,390.4389206,"1",35.49429747,222.5569245,2659.335883,2,4.5,137,11,"0","0","1","0","0","0","0","1","0","1","0","0","1","0","1",11218.82995
"366",328,57019648.59,301.1157016,"1",149.8884317,62.97239459,2227.426472,4,4.5,460,481,"0","1","1","0","0","1","1","0","1","1","1","1","1","1","1",5607.571976
"367",353,59150128.95,262.3518453,"1",45.79846399,124.4430267,1476.264721,3.5,4,1783,206,"0","1","0","1","0","1","0","0","1","1","1","1","1","1","1",6866.241459
"368",254.5,57917638.1,322.059503,"1",121.8990628,81.43784942,2570.512688,3.5,3.5,4540,296,"0","1","1","0","0","1","1","0","1","1","1","1","1","1","0",5872.658656
"369",233,57019648.59,351.8256905,"1",171.1387324,91.52053684,2232.115322,2.5,4,1830,101,"0","1","1","1","1","0","0","0","1","1","1","1","0","1","1",5580.940623
"370",230.5,57006013.15,473.0220553,"1",207.0936264,173.9790531,2310.638445,2,4,38,38,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","1",5571.05076
"371",211.5,57019648.59,453.5930663,"1",194.8343855,168.6133762,2244.973482,2.5,4,78,23,"0","0","0","0","0","0","0","1","0","0","0","0","1","0","1",5528.717629
"372",105,56921608.29,342.2825032,"1",145.7477217,86.44238564,2445.864668,2,2.5,312,70,"0","1","1","0","0","0","0","0","0","0","0","1","0","0","1",5762.160383
